70.20%;62.43%
71.97%;63.00%
72.66%;63.08%
73.26%;62.81%
73.32%;62.54%
72.66%;62.37%
9;-16.0;4.0;Test.Set;60.14
9;-8.0;0.0;Train.Set;73.23
9;-8.0;0.0;Test.Set;63.56
9;-8.0;1.0;Train.Set;72.96
9;-8.0;1.0;Test.Set;63.63
9;-8.0;2.0;Train.Set;74.88
9;-8.0;2.0;Test.Set;65.89
9;-8.0;4.0;Train.Set;73.47
9;-8.0;4.0;Test.Set;65.13
9;-4.0;0.0;Train.Set;74.83
9;-4.0;0.0;Test.Set;64.67
9;-4.0;1.0;Train.Set;75.84
9;-4.0;1.0;Test.Set;65.77
9;-4.0;2.0;Train.Set;76.95
9;-4.0;2.0;Test.Set;67.53
9;-4.0;4.0;Train.Set;76.38
9;-4.0;4.0;Test.Set;67.90
9;-2.0;0.0;Train.Set;75.27
9;-2.0;0.0;Test.Set;64.56
9;-2.0;1.0;Train.Set;77.61
9;-2.0;1.0;Test.Set;67.33
9;-2.0;2.0;Train.Set;77.97
9;-2.0;2.0;Test.Set;68.53
9;-2.0;4.0;Train.Set;77.68
9;-2.0;4.0;Test.Set;68.70
9;0.0;0.0;Train.Set;75.22
9;0.0;0.0;Test.Set;64.25
9;0.0;1.0;Train.Set;78.69
9;0.0;1.0;Test.Set;68.18
9;0.0;2.0;Train.Set;79.41
9;0.0;2.0;Test.Set;69.37
9;0.0;4.0;Train.Set;78.67
9;0.0;4.0;Test.Set;69.50
